username	date	retweets	favorites	text	geo	mentions	hashtags	id	permalink
ChennaiTwEater	01-12-2015 14:22	0	0	WTF !!! Chennai Floods - #Taramani Water Spraying Out #chennairains #chennai #chennaifloods https:// youtu.be/XsyGZPd-Fmg via @YouTube		@YouTube	#Taramani #chennairains #chennai #chennaifloods	671612700011597825	https://twitter.com/ChennaiTwEater/status/671612700011597825
arjunlv	01-12-2015 14:21	0	2	#chennairains #chennaiweather #ChennaiFloods absolute carnage all over Chennai! pic.twitter.com/Dnk5nM4kVx			#chennairains #chennaiweather #ChennaiFloods	671612649042403330	https://twitter.com/arjunlv/status/671612649042403330
bharturaja	01-12-2015 14:21	1	1	The BAY OF BENGAL seriously needs a PSYCHIATRIST ...........its in a DEPRESSION for so looooooong now #chennairains #ChennaiFloods #Chennai			#chennairains #ChennaiFloods #Chennai	671612552661479425	https://twitter.com/bharturaja/status/671612552661479425
Jeyasree_M	01-12-2015 14:21	2	5	Oh God....:* #ChennaiRains Stay safe everyone :*( #ChennaiFloods			#ChennaiRains #ChennaiFloods	671612517731319808	https://twitter.com/Jeyasree_M/status/671612517731319808
Azhakarasi	01-12-2015 14:21	0	0	The real estate owners who sold low lying areas needs to get whacked. #ChennaiRains #ChennaiFloods #chennai			#ChennaiRains #ChennaiFloods #chennai	671612513180520449	https://twitter.com/Azhakarasi/status/671612513180520449
LoganathanC12	01-12-2015 14:20	1	0	 : 2000 #chennairains #ChennaiFloods #chennaiweather #rain #flooding pic.twitter.com/h1o3htqUWL			#chennairains #ChennaiFloods #chennaiweather #rain #flooding	671612433585209344	https://twitter.com/LoganathanC12/status/671612433585209344
maheshkumarse	01-12-2015 14:20	4	5	WTF 50cm ah #ChennaiRains #ChennaiFloods pic.twitter.com/cWuHgPiZ8z			#ChennaiRains #ChennaiFloods	671612422805786624	https://twitter.com/maheshkumarse/status/671612422805786624
ArunPrat	01-12-2015 14:20	2	0	Chembarambakkam & Mathuranthagam released 20000 & 24000 Cft..stay strong n help each other people! #ChennaiFloods #chennairains Rt Alert			#ChennaiFloods #chennairains	671612298855780352	https://twitter.com/ArunPrat/status/671612298855780352
amohandasblr	01-12-2015 14:19	0	0	@ChennaiRains #ChennaiFloods The rain in Spain stays mainly in the plain! The rain in Chennai mostly makes you insane!		@ChennaiRains	#ChennaiFloods	671612121147293696	https://twitter.com/amohandasblr/status/671612121147293696
sudharsankandan	01-12-2015 14:19	1	1	#chennairainupdates #emergency #ChennaiFloods @ChennaiRains #Helpline #chennairains pic.twitter.com/rrWaaMI2if		@ChennaiRains	#chennairainupdates #emergency #ChennaiFloods #Helpline #chennairains	671612098821013504	https://twitter.com/sudharsankandan/status/671612098821013504
Cinenewsworld	01-12-2015 14:18	4	1	Peoples Facing Tough Time In Chennai Be Safe #ChennaiFloods #ChennaiRains !!! pic.twitter.com/0ldg5hBCyY			#ChennaiFloods #ChennaiRains	671611808935976960	https://twitter.com/Cinenewsworld/status/671611808935976960
iMSivam	01-12-2015 14:18	0	0	Brilliant dubsmash https:// m.facebook.com/story.php?stor y_fbid=1077397342294530&id=100000728228619 #chennairains #chennaiweather #ChennaiFloods #ChennaiDrowning #chennaiweatherupdate			#chennairains #chennaiweather #ChennaiFloods #ChennaiDrowning #chennaiweatherupdate	671611760353214465	https://twitter.com/iMSivam/status/671611760353214465
chennaikat	01-12-2015 14:17	2	1	Huge craters forming on the road					
PuliArason	01-12-2015 14:17	4	3	Memories of #Madras : Story of a submerged city during the 1943 Madras floods #ChennaiFloods #chennairains http://www. thehindu.com/features/metro plus/memories-of-madras-story-of-a-submerged-city/article2650132.ece 			#Madras #ChennaiFloods #chennairains	671611618116022272	https://twitter.com/PuliArason/status/671611618116022272
iMSivam	01-12-2015 14:16	2	1	Brilliant thinking.. Vera level creativity _/\_ #chennairains #chennaiweather #ChennaiDrowning #ChennaiFloods pic.twitter.com/sRmjw6fjM1			#chennairains #chennaiweather #ChennaiDrowning #ChennaiFloods	671611383780282369	https://twitter.com/iMSivam/status/671611383780282369
chennaikat	01-12-2015 14:16	2	2	Things are surely going bizarre when you feel nature's fury like it is a #scifi movie. This #ChennaiFloods is surely a wake up call.			#scifi #ChennaiFloods	671611351463137280	https://twitter.com/chennaikat/status/671611351463137280
shanthosh_z	01-12-2015 14:16	0	1	 #ChennaiRains #chennaiweather #chennairainupdates #ChennaiFloods			#ChennaiRains #chennaiweather #chennairainupdates #ChennaiFloods	671611217631272960	https://twitter.com/shanthosh_z/status/671611217631272960
yozenbalki	01-12-2015 14:15	0	0	#ChennaiFloods Adyar river brings more flood that makes homeless for more than 3000 people in the river bank of #Saidapet now.			#ChennaiFloods #Saidapet	671611171951132672	https://twitter.com/yozenbalki/status/671611171951132672
fromUsha	01-12-2015 14:15	2	0	Flights been delayed. #chennairains #chennaiweather #ChennaiFloods @ChennaiConnect @ChennaiRains @Chennaiblog @chennaiweather		@ChennaiConnect @ChennaiRains @Chennaiblog @chennaiweather	#chennairains #chennaiweather #ChennaiFloods	671610965113176066	https://twitter.com/fromUsha/status/671610965113176066
thevinoth14	01-12-2015 14:14	0	0	Again 					
LoganathanC12	01-12-2015 14:14	0	1	Again Rain OMG... #chennairains #ChennaiFloods #chennaiweather pic.twitter.com/rt7FFCFjaH			#chennairains #ChennaiFloods #chennaiweather	671610919567298560	https://twitter.com/LoganathanC12/status/671610919567298560
riyaz1179	01-12-2015 14:13	0	0	#chennairains #chennaiweather #ChennaiFloods #ChennaiDrowning #chennaiunderwater #Chennaimonsoon tag ..			#chennairains #chennaiweather #ChennaiFloods #ChennaiDrowning #chennaiunderwater #Chennaimonsoon	671610558420926465	https://twitter.com/riyaz1179/status/671610558420926465
ChennaiMazhai	01-12-2015 14:13	0	0	Guindy stretch flooded with water! #chennaimazhai #chennaifloods #chennairains pic.twitter.com/fV5xcLoiDF			#chennaimazhai #chennaifloods #chennairains	671610500803788800	https://twitter.com/ChennaiMazhai/status/671610500803788800
vvkyuvi	01-12-2015 14:12	2	0	#Coimbatore is always a bttr place fr al d climate @Manivj07 @chennaiweather #ChennaiFloods #chennairains	Coimbatore				
yozenbalki	01-12-2015 14:12	0	0	#ChennaiFloods Seems Chembarambakkam Lake opened for 25					
arunanand75	01-12-2015 14:12	1	4	#Chennairains Heavy rainfall!! Alert for next two days !! Peoples please Stay safe!! #ChennaiFloods			#Chennairains #ChennaiFloods	671610184578371584	https://twitter.com/arunanand75/status/671610184578371584
Ishmenon	01-12-2015 14:11	0	6	My tweeps#chennai looks flooded everywhr!Totally unsafe to step out! Stay indoors & stay safe! Loads of love #ChennaiFloods #chennairains			#chennai #ChennaiFloods #chennairains	671610035395399680	https://twitter.com/Ishmenon/status/671610035395399680
Prince_offl	01-12-2015 14:11	0	0	 					
BrindaPrasad1	01-12-2015 14:10	1	3	Family & friends in #chennai stay safe!Stay indoors! #ChennaiFloods			#chennai #ChennaiFloods	671609800279523328	https://twitter.com/BrindaPrasad1/status/671609800279523328
EricManieric	01-12-2015 14:09	0	0	#chennairains #ChennaiFloods Area around nungabakkam pic.twitter.com/ciA2I6wmAM			#chennairains #ChennaiFloods	671609653911011328	https://twitter.com/EricManieric/status/671609653911011328
ramanujroy	01-12-2015 14:09	0	0	Water water everywhere Chennai will Sink. Nice tune for ST Coleridge. #chennairains #ChennaiFloods			#chennairains #ChennaiFloods	671609548654829568	https://twitter.com/ramanujroy/status/671609548654829568
GuruEndeavour	01-12-2015 14:06	1	2	Hmm as soon we will see the next #Venice city in chennai.. #ChennaiFloods #chennairains @Tamilnews1 @4tamilnews https:// twitter.com/vimalraj9524/s tatus/671587676110262272 		@Tamilnews1 @4tamilnews	#Venice #ChennaiFloods #chennairains	671608892992839680	https://twitter.com/GuruEndeavour/status/671608892992839680
PuliArason	01-12-2015 14:06	41	31	A view of Anna Salai during the 1943 Madras floods #ChennaiFloods #chennairains pic.twitter.com/QlYLWl5PDk			#ChennaiFloods #chennairains	671608738839552000	https://twitter.com/PuliArason/status/671608738839552000
deepan0707	01-12-2015 14:05	0	0	Perumbakkam lake is almost full and medavkkam-Sholingnallur road will b closed anytime. So avoid if possibl #ChennaiFloods #chennairains			#ChennaiFloods #chennairains	671608587857215488	https://twitter.com/deepan0707/status/671608587857215488
itisjaga	01-12-2015 14:05	0	1	ROFL #chennairains #chennaiweather #ChennaiFloods pic.twitter.com/9CSHXhEy6p			#chennairains #chennaiweather #ChennaiFloods	671608431371923457	https://twitter.com/itisjaga/status/671608431371923457
SunithaSarathy	01-12-2015 14:04	3	5	Near Tidel Park 					
vvkyuvi	01-12-2015 14:04	0	0	#chennaifloods https:// twitter.com/Manivj07/statu s/671608131911204864 			#chennaifloods	671608299242962944	https://twitter.com/vvkyuvi/status/671608299242962944
PuliArason	01-12-2015 14:03	2	1	Flooded Chetpet					
dhils	01-12-2015 14:03	1	1	#chennaifloods #ChennaiRains Dark sky... No sign of Sunshine.. Looking like More rains. Hopefully the city drainage system holds.			#chennaifloods #ChennaiRains	671607991251013632	https://twitter.com/dhils/status/671607991251013632
Prasath_Nila	01-12-2015 14:03	11	10	Dear #ThalaThalapathy Fans					
Gaadfather	01-12-2015 14:02	2	0	 . #chennairains #ChennaiFloods #chennaiweather pic.twitter.com/mZ3DgYdzLU			#chennairains #ChennaiFloods #chennaiweather	671607809096552448	https://twitter.com/Gaadfather/status/671607809096552448
NutStoreIndia	01-12-2015 14:02	1	0	NuttyQuotes - Predicting rain doesn't count. Building arks does-Warren Buffett #chennairains #chennaiweather #ChennaiFloods			#chennairains #chennaiweather #ChennaiFloods	671607758005788672	https://twitter.com/NutStoreIndia/status/671607758005788672
SunithaSarathy	01-12-2015 14:01	4	1	Tidel Park Rd damages. PLs TC everyone. #chennairains #ChennaiFloods https://www. facebook.com/mohansathishku mar/videos/10153201181541657/ 			#chennairains #ChennaiFloods	671607584176996354	https://twitter.com/SunithaSarathy/status/671607584176996354
RaameshKeerthi	01-12-2015 14:01	53	32	Nearly 6 feet of water log in #Urapakkam area #ChennaiRains #ChennaiFloods #Chennai @ChennaiRains @chennaiweather pic.twitter.com/k7TJAObrZ2	Chennai				
